order_no,order_date,customer_name,city,state,customer_type,account_manager,order_priority,product_name,product_category,product_container,ship_mode,ship_date,cost_price,retail_price,profit_margin,order_quantity,sub_total,discount_pct,discount_amt,order_total,shipping_cost,year,month,quarter,ship_delay_days,unit_margin,gross_profit_estimate,discount_pct_decimal,discount_band
5804-1,2015-11-20,Lycoris Saunders,Sydney,NSW,Corporate,Samantha Chairs,Not Specified,TechSavi Access Keyboard,Office Supplies,Wrap Bag,Regular Air,2015-11-21,10.07,15.98,5.91,40,839.38,3.0,312.95,163.19,4.0,2015,11,4,1,5.91,236.4,0.03,Low
5804-1,2015-02-18,Sandra Glassco,Melbourne,VIC,Small Business,Connor Betts,Medium,Artisan Durable Binders,Office Supplies,Small Box,Regular Air,2015-02-21,1.84,2.88,1.04,38,66.36,3.0,3.98,62.38,1.49,2015,2,1,3,1.04,39.52,0.03,Low
5804-1,2015-05-19,Carlos Meador,Sydney,NSW,Small Business,Tina Carlton,High,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Technology,Jumbo Drum,Delivery Truck,2015-05-20,1.05,1.95,0.9,44,43.28,3.0,2.69,40.59,1.63,2015,5,2,1,0.9,39.6,0.03,Low
5804-2,2015-02-18,Sandra Glassco,Melbourne,VIC,Small Business,Connor Betts,Low,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Wrap Bag,Express Air,2015-02-19,1.05,1.95,0.9,40,46.2,4.0,4.62,41.58,1.63,2015,2,1,1,0.9,36.0,0.04,Low
5804-2,2015-02-18,Sandra Glassco,Melbourne,VIC,Corporate,Connor Betts,High,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Small Box,Regular Air,2015-02-19,4.48,8.14,3.66,18,46.2,5.0,4.62,41.58,3.12,2015,2,1,1,3.66,65.88,0.05,Low
5804-2,2015-02-18,Sandra Glassco,Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Regular Air,2015-02-19,2.98,5.84,2.86,35,46.2,6.0,4.62,41.58,0.83,2015,2,1,1,2.86,100.1,0.06,Medium
5805-1,2015-02-17,Jeremy Pistek,Sydney,NSW,Consumer,Mihael Khan,Not Specified,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Express Air,2015-02-20,4.59,7.28,2.69,26,244.48,1.0,14.67,229.85,11.15,2015,2,1,3,2.69,69.94,0.01,Low
5805-1,2015-05-20,Alan Shonely,Sydney,NSW,Consumer,Nicholas Fernandes,Medium,Artisan Durable Binders,Technology,Large Box,Regular Air,2015-05-21,1.84,2.88,1.04,10,56.5,1.0,3.95,53.57,1.49,2015,5,2,1,1.04,10.4,0.01,Low
5806-1,2015-02-23,Brian Thompson,Sydney,NSW,Home Office,Samantha Chairs,Medium,Security-Tint Envelopes,Office Supplies,Small Pack,Regular Air,2015-02-26,4.89,7.64,2.75,22,244.48,2.0,14.67,229.81,1.39,2015,2,1,3,2.75,60.5,0.02,Low
5806-1,2015-02-23,Brian Thompson,Sydney,NSW,Small Business,Samantha Chairs,High,Security-Tint Envelopes,Office Supplies,Small Pack,Regular Air,2015-02-26,4.89,7.64,2.75,23,243.48,10.0,12.67,229.81,1.39,2015,2,1,3,2.75,63.25,0.1,Medium
5806-1,2013-12-09,Dan Campbell,Sydney,NSW,Home Office,Leighton Forrest,High,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Pack,Regular Air,2013-12-09,1.19,1.98,0.79,46,46.0,6.0,2.3,43.38,4.77,2013,12,4,0,0.79,36.34,0.06,Medium
5806-1,2013-11-18,Phillip Flathmann,Sydney,NSW,Home Office,Nicholas Fernandes,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2013-11-20,1.84,2.88,1.04,50,62.96,7.0,6.97,62.39,0.99,2013,11,4,2,1.04,52.0,0.07,Medium
5806-1,2015-02-23,Brian Thompson,Sydney,NSW,Corporate,Samantha Chairs,Medium,Security-Tint Envelopes,Office Supplies,Small Box,Express Air,2015-02-26,4.89,7.64,2.75,27,244.48,8.0,14.67,229.81,1.39,2015,2,1,3,2.75,74.25,0.08,Medium
5806-1,2013-02-24,Sylvia Foulston,Sydney,NSW,Consumer,Tina Carlton,High,"Angle-D Binders with Locking Rings, Label Holders",Technology,Small Box,Regular Air,2013-02-25,4.53,7.3,2.77,40,75.44,3.0,2.32,74.68,7.72,2013,2,1,1,2.77,110.8,0.03,Low
5806-2,2013-08-28,Katrina Edelman,Sydney,NSW,Home Office,Preston Senome,Not Specified,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2013-08-01,0.24,1.26,1.02,38,14.79,9.0,4.49,13.69,0.7,2013,8,3,-27,1.02,38.76,0.09,Medium
5807-1,2015-02-24,Ann Blume,Melbourne,VIC,Home Office,Connor Betts,Not Specified,Artisan 478 Labels,Office Supplies,Small Pack,Regular Air,2015-02-24,3.14,4.91,1.77,34,44.28,0.0,0.89,43.39,0.5,2015,2,1,0,1.77,60.18,0.0,No Discount
5808-1,2015-01-17,Staviel Brown,Sydney,NSW,Consumer,Tina Carlton,Not Specified,Artisan 478 Labels,Office Supplies,Wrap Bag,Regular Air,2015-01-19,3.14,4.91,1.77,42,44.32,6.0,2.49,43.39,0.5,2015,1,1,2,1.77,74.34,0.06,Medium
5809-1,2016-08-05,Beth Thompson,Sydney,NSW,Consumer,Mihael Khan,Low,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,2016-08-06,1.59,2.61,1.02,21,17.28,0.0,0.18,16.24,0.5,2016,8,3,1,1.02,21.42,0.0,No Discount
5809-1,2015-10-21,Kelly Lampkin,Sydney,NSW,Small Business,Aanya Zhang,High,Artisan 474 Labels,Technology,Small Box,Regular Air,2015-10-23,1.84,2.88,1.04,31,27.92,3.0,0.0,25.92,0.99,2015,10,4,2,1.04,32.24,0.03,Low
5809-1,2015-01-01,Michael Oakman,Melbourne,VIC,Consumer,Connor Betts,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,2015-01-03,2.26,3.58,1.32,6,23.96,9.0,2.69,22.39,5.47,2015,1,1,2,1.32,7.92,0.09,Medium
5809-1,2014-12-23,Peter Fuller,Sydney,NSW,Consumer,Leighton Forrest,Critical,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2014-12-23,2.26,3.58,1.32,32,150.98,6.0,3.6,25.8,5.47,2014,12,4,0,1.32,42.24,0.06,Medium
5811-1,2015-01-02,Dave Hallsten,Sydney,NSW,Corporate,Charlie Bui,Low,"Alto Parchment Paper, Assorted Colors",Technology,Small Box,Regular Air,2015-01-04,4.59,7.28,2.69,8,200.24,1.0,6.12,193.12,11.15,2015,1,1,2,2.69,21.52,0.01,Low
5811-1,2015-03-01,Anne McFarland,Sydney,NSW,Corporate,Charlie Bui,Not Specified,TechSavi Access Keyboard,Office Supplies,Small Box,Express Air,2015-03-01,10.07,15.98,5.91,36,415.48,6.0,4.15,411.33,4.0,2015,3,1,0,5.91,212.76,0.06,Medium
5811-1,2015-03-17,Jonathan Howell,Melbourne,VIC,Small Business,Connor Betts,High,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,2015-03-17,10.07,15.98,5.91,47,439.28,0.0,38.85,415.03,4.0,2015,3,1,0,5.91,277.77,0.0,No Discount
5811-1,2013-10-05,Neil Knudson,Sydney,NSW,Small Business,Tina Carlton,Low,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2013-10-07,3.65,5.98,2.33,23,205.8,7.0,14.38,196.21,1.49,2013,10,4,2,2.33,53.59,0.07,Medium
5811-1,2016-09-23,Odella Nelson,Sydney,NSW,Small Business,Mihael Khan,Critical,Binder Posts,Technology,Small Box,Regular Air,2016-09-25,3.5,5.74,2.24,8,130.48,2.0,6.75,124.77,5.01,2016,9,3,2,2.24,17.92,0.02,Low
5811-1,2016-08-24,Jasper Cacioppo,Sydney,NSW,Consumer,Radhya Staples,Low,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,2016-09-02,4.59,7.28,2.69,8,152.78,9.0,7.18,141.78,11.15,2016,8,3,9,2.69,21.52,0.09,Medium
5812-1,2013-03-30,Justin Knight,Sydney,NSW,Small Business,Nicholas Fernandes,Low,EcoTones Memo Sheets,Office Supplies,Small Box,Express Air,2013-03-31,2.52,4.0,1.48,49,29.22,5.0,0.29,28.53,1.3,2013,3,1,1,1.48,72.52,0.05,Low
5812-1,2013-07-16,Rob Haberlin,Melbourne,VIC,Small Business,Connor Betts,High,TechSavi Access Keyboard,Office Supplies,Wrap Bag,Regular Air,2013-07-16,8.31,15.98,7.67,38,61.84,2.0,4.43,57.45,6.5,2013,7,3,0,7.67,291.46,0.02,Low
5812-1,2014-01-14,Chuck Clark,Sydney,NSW,Corporate,Tina Carlton,Low,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Furniture,Large Box,Regular Air,2014-01-16,2.16,3.85,1.69,3,164.08,10.0,16.82,152.78,0.7,2014,1,1,2,1.69,5.07,0.1,Medium
5813-1,2015-08-10,Nora Price,Sydney,NSW,Small Business,Preston Senome,Medium,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Regular Air,2015-08-13,2.9,4.76,1.86,2,30.92,3.0,5.11,20.95,0.88,2015,8,3,3,1.86,3.72,0.03,Low
5813-1,2015-05-11,Bill Stewart,Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan Hi-Liter Smear-Safe Highlighters,Technology,Medium Box,Express Air,2015-05-13,2.98,5.84,2.86,18,27.92,0.0,2.37,26.53,0.83,2015,5,2,2,2.86,51.48,0.0,No Discount
5813-1,2015-07-25,Tom Brown,Sydney,NSW,Corporate,Mihael Khan,Low,Binder Clips by OIC,Office Supplies,Wrap Bag,Regular Air,2015-07-27,0.93,1.48,0.55,41,23.72,3.0,1.66,22.63,0.7,2015,7,3,2,0.55,22.55,0.03,Low
5814-1,2015-07-19,Haura Armstrong,Sydney,NSW,Corporate,Charlie Bui,High,Artisan Binder Labels,Technology,Small Box,Regular Air,2015-07-20,2.45,3.89,1.44,36,247.84,0.0,16.87,232.37,7.01,2015,7,3,1,1.44,51.84,0.0,No Discount
5814-1,2014-07-30,Denny Joy,Melbourne,VIC,Corporate,Connor Betts,High,1726 Digital Answering Machine,Office Supplies,Small Box,Regular Air,2014-08-01,8.82,20.99,12.17,10,33.4,4.0,3.91,30.39,4.81,2014,7,3,2,12.17,121.7,0.04,Low
5814-1,2014-02-13,Steve Nguyen,Sydney,NSW,Home Office,Leighton Forrest,Low,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2014-02-13,3.65,5.98,2.33,43,219.3,8.0,10.74,119.22,1.49,2014,2,1,0,2.33,100.19,0.08,Medium
5814-1,2015-01-13,Max Jones,Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2015-01-15,1.94,3.08,1.14,5,13.9,9.0,1.69,12.45,0.99,2015,1,1,2,1.14,5.7,0.09,Medium
5814-1,2015-12-28,Sally Knutson,Sydney,NSW,Corporate,Mihael Khan,Low,Artisan Durable Poly Binders,Office Supplies,Wrap Bag,Express Air,2016-01-04,3.37,5.53,2.16,39,130.98,5.0,6.54,229.61,6.98,2015,12,4,7,2.16,84.24,0.05,Low
5815-1,2014-08-05,Ed Ludwig,Melbourne,VIC,Small Business,Yvette Biti,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2014-08-07,1.18,1.88,0.7,8,81.12,2.0,6.73,760.99,1.49,2014,8,3,2,0.7,5.6,0.02,Low
5815-1,2016-07-28,Nicole Brennan,Melbourne,VIC,Corporate,Connor Betts,Medium,Lumi Crayons,Technology,Medium Box,Regular Air,2016-07-30,5.22,9.85,4.63,9,403.85,8.0,20.19,383.66,4.82,2016,7,3,2,4.63,41.67,0.08,Medium
5815-1,2015-03-16,Harold Pawlan,Melbourne,VIC,Corporate,Connor Betts,High,Lumi Crayons,Technology,Small Box,Regular Air,2015-03-16,5.22,9.85,4.63,5,403.85,8.0,20.19,383.66,4.82,2015,3,1,0,4.63,23.15,0.08,Medium
5815-1,2014-01-08,Dionis Lloyd,Sydney,NSW,Corporate,Mihael Khan,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Box,Regular Air,2014-01-15,21.56,36.55,14.99,20,469.6,4.0,18.86,420.7,13.89,2014,1,1,7,14.99,299.8,0.04,Low
5816-1,2015-07-29,Toby Grace,Sydney,NSW,Small Business,Leighton Forrest,High,Artisan Binder Labels,Technology,Small Box,Regular Air,2015-07-30,2.45,3.89,1.44,34,241.96,1.0,20.96,243.97,7.01,2015,7,3,1,1.44,48.96,0.01,Low
5816-1,2014-01-24,Helen Andreada,Sydney,NSW,Home Office,Tina Carlton,High,Deluxe Rollaway Locking File with Drawer,Office Supplies,Wrap Bag,Regular Air,2014-01-26,178.83,415.88,237.05,26,1559.87,3.0,62.39,1497.48,11.37,2014,1,1,2,237.05,6163.3,0.03,Low
5816-1,2015-03-24,Astrea Jones,Sydney,NSW,Corporate,Phoebe Gour,Medium,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Wrap Bag,Regular Air,2015-03-26,4.48,8.14,3.66,20,15.4,6.0,1.39,14.01,3.12,2015,3,1,2,3.66,73.2,0.06,Medium
5816-1,2014-08-07,John Lucas,Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Furniture,Large Box,Regular Air,2014-08-09,2.16,3.85,1.69,27,18.2,9.0,1.38,15.0,0.7,2014,8,3,2,1.69,45.63,0.09,Medium
5816-1,2013-10-11,Beul Khright,Sydney,NSW,Small Business,Samantha Chairs,High,Smiths SlimLine Pencil Sharpener,Technology,Small Box,Express Air,2013-10-13,4.79,11.97,7.18,29,63.84,3.0,4.47,59.37,5.81,2013,10,4,2,7.18,208.22,0.03,Low
5816-1,2014-11-03,Joseph Ardolo,Sydney,NSW,Consumer,Tina Carlton,Medium,"Alto Parchment Paper, Assorted Colors",Technology,Small Box,Regular Air,2014-11-04,4.59,7.28,2.69,12,371.4,0.0,0.0,377.4,11.15,2014,11,4,1,2.69,32.28,0.0,No Discount
5816-1,2013-02-22,Toby Swindell,Sydney,NSW,Small Business,Leighton Forrest,Critical,Apex Straight Scissors,Office Supplies,Wrap Bag,Regular Air,2013-02-23,5.19,12.98,7.79,35,623.32,10.0,60.67,626.39,3.14,2013,2,1,1,7.79,272.65,0.1,Medium
5816-1,2013-07-24,Karl Brown,Sydney,NSW,Small Business,Tina Carlton,Critical,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Small Box,Regular Air,2013-07-26,1.09,1.82,0.73,32,63.4,10.0,5.64,59.67,1.0,2013,7,3,2,0.73,23.36,0.1,Medium
5818-1,2013-06-15,Steve Nguyen,Sydney,NSW,Corporate,Leighton Forrest,Critical,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,2013-06-17,3.84,6.3,2.46,16,72.44,9.0,0.0,68.18,0.5,2013,6,2,2,2.46,39.36,0.09,Medium
5819-1,2014-09-26,Charles McCrossin,Sydney,NSW,Corporate,Natasha Song,Critical,"DrawIt Colored Pencils, 48-Color Set",Technology,Small Box,Regular Air,2014-09-28,21.56,36.55,14.99,42,626.38,2.0,15.79,572.89,13.89,2014,9,3,2,14.99,629.58,0.02,Low
5819-1,2013-11-07,Dennis Kane,Sydney,NSW,Corporate,Natasha Song,High,Apex Box Cutter Scissors,Office Supplies,Wrap Bag,Regular Air,2013-11-08,4.19,10.23,6.04,50,205.62,0.0,14.33,193.74,4.68,2013,11,4,1,6.04,302.0,0.0,No Discount
5819-1,2014-01-13,Anne Pryor,Sydney,NSW,Corporate,Samantha Chairs,Not Specified,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,2014-01-10,4.53,7.3,2.77,21,238.55,5.0,14.75,224.39,7.72,2014,1,1,-3,2.77,58.17,0.05,Low
5820-1,2013-09-24,David Smith,Sydney,NSW,Corporate,Mihael Khan,Not Specified,Alto Memo Cubes,Office Supplies,Small Pack,Regular Air,2013-09-26,3.32,5.18,1.86,6,88.84,1.0,2.43,83.97,2.04,2013,9,3,2,1.86,11.16,0.01,Low
5821-1,2015-03-12,Susan Pistek,Sydney,NSW,Home Office,Nicholas Fernandes,Low,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2015-03-13,1.94,3.08,1.14,4,12.32,8.0,0.37,11.95,0.99,2015,3,1,1,1.14,4.56,0.08,Medium
5821-1,2015-03-12,Susan Pistek,Sydney,NSW,Small Business,Phoebe Gour,High,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2015-03-13,1.94,3.08,1.14,27,12.32,0.0,0.37,11.95,0.99,2015,3,1,1,1.14,30.78,0.0,No Discount
5821-1,2015-03-12,Susan Pistek,Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Artisan 481 Labels,Furniture,Small Pack,Regular Air,2015-03-13,1.94,3.08,1.14,8,12.32,10.0,0.37,11.95,0.99,2015,3,1,1,1.14,9.12,0.1,Medium
5821-1,2014-02-15,Sanjit Engle,Sydney,NSW,Small Business,Nicholas Fernandes,High,Apex Elite Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2014-01-17,3.42,8.34,4.92,39,121.02,4.0,5.67,113.43,2.64,2014,2,1,-29,4.92,191.88,0.04,Low
5821-1,2015-03-12,Susan Pistek,Sydney,NSW,Small Business,Phoebe Gour,Critical,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2015-03-13,1.94,3.08,1.14,8,12.32,10.0,0.37,11.95,0.99,2015,3,1,1,1.14,9.12,0.1,Medium
5821-1,2015-03-12,Susan Pistek,Sydney,NSW,Small Business,Leighton Forrest,High,Artisan 481 Labels,Office Supplies,Wrap Bag,Express Air,2015-03-13,1.94,3.08,1.14,22,12.32,4.0,0.37,11.95,0.99,2015,3,1,1,1.14,25.08,0.04,Low
5822-1,2013-10-05,Joni Wasserman,Sydney,NSW,Corporate,Natasha Song,High,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,2013-10-12,2.31,3.78,1.47,29,163.02,3.0,15.34,152.71,0.71,2013,10,4,7,1.47,42.63,0.03,Low
5822-1,2013-12-16,Henry Goldwyn,Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Binder Clips by OIC,Office Supplies,Wrap Bag,Regular Air,2013-12-19,0.93,1.48,0.55,44,19.36,9.0,0.29,12.32,0.7,2013,12,4,3,0.55,24.2,0.09,Medium
5822-1,2013-06-26,Roy Collins,Sydney,NSW,Consumer,Natasha Song,High,Binder Clips by OIC,Office Supplies,Small Pack,Regular Air,2013-06-27,0.93,1.48,0.55,24,14.56,10.0,0.88,12.32,0.7,2013,6,2,1,0.55,13.2,0.1,Medium
5822-1,2013-09-12,Victoria Brennan,Sydney,NSW,Corporate,Nicholas Fernandes,High,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2013-09-14,1.6,2.62,1.02,50,63.8,5.0,4.36,58.68,0.8,2013,9,3,2,1.02,51.0,0.05,Low
5822-1,2013-11-05,Victoria Pisteka,Sydney,NSW,Home Office,Natasha Song,Not Specified,Apex Straight Scissors,Office Supplies,Small Box,Express Air,2013-11-07,5.19,12.98,7.79,50,681.88,2.0,66.91,631.47,3.14,2013,11,4,2,7.79,389.5,0.02,Low
5823-1,2014-09-03,Kean Thornton,Sydney,NSW,Corporate,Natasha Song,High,Security-Tint Envelopes,Office Supplies,Small Box,Regular Air,2014-09-10,4.89,7.64,2.75,47,130.65,0.0,1.31,129.33,1.39,2014,9,3,7,2.75,129.25,0.0,No Discount
5823-1,2013-05-12,Sean ODonnell,Melbourne,VIC,Corporate,Yvette Biti,Low,Binder Posts,Furniture,Large Box,Regular Air,2013-05-13,3.5,5.74,2.24,3,12.92,10.0,0.59,12.4,5.01,2013,5,2,1,2.24,6.72,0.1,Medium
5824-1,2015-12-09,Craig Carroll,Melbourne,VIC,Home Office,Connor Betts,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2015-12-09,2.29,3.69,1.4,38,142.94,9.0,7.45,129.83,0.5,2015,12,4,0,1.4,53.2,0.09,Medium
5824-1,2015-03-04,Ellis Dallentan,Sydney,NSW,Corporate,Radhya Staples,High,Smiths Premium Bright 1-Part Blank Computer Paper,Office Supplies,Wrap Bag,Regular Air,2015-03-06,7.61,8.99,40.97,50,219.4,0.0,2.19,217.59,5.01,2015,3,1,2,1.38,69.0,0.0,No Discount
5824-1,2013-08-12,Valerie Dominguez,Sydney,NSW,Home Office,Tina Carlton,Medium,Smiths Bulldog Clip,Technology,Small Box,Regular Air,2013-08-16,2.31,3.78,1.47,29,166.48,9.0,3.63,151.77,0.71,2013,8,3,4,1.47,42.63,0.09,Medium
5824-1,2014-02-24,Pauline Chand,Sydney,NSW,Corporate,Samantha Chairs,Critical,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2014-02-26,2.26,3.58,1.32,9,2.62,6.0,0.16,24.6,5.47,2014,2,1,2,1.32,11.88,0.06,Medium
5825-1,2013-10-09,Frank Merwin,Sydney,NSW,Consumer,Radhya Staples,Critical,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Small Pack,Regular Air,2013-10-11,2.16,3.85,1.69,41,26.6,3.0,0.17,25.63,0.7,2013,10,4,2,1.69,69.29,0.03,Low
5825-1,2014-03-17,Bart Watters,Sydney,NSW,Small Business,Nicholas Fernandes,High,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,2014-03-18,278.99,449.99,171.0,38,1457.28,2.0,0.0,1346.08,49.0,2014,3,1,1,171.0,6498.0,0.02,Low
5825-1,2014-09-13,Christina Vanderzanden,Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan 48 Labels,Furniture,Small Pack,Regular Air,2014-09-17,3.84,6.3,2.46,7,534.6,1.0,5.16,414.48,0.5,2014,9,3,4,2.46,17.22,0.01,Low
5825-1,2014-06-27,Edward Becker,Sydney,NSW,Small Business,Natasha Song,Not Specified,Artisan 479 Labels,Office Supplies,Small Pack,Regular Air,2014-06-28,1.59,2.61,1.02,49,22.4,9.0,2.22,21.2,0.5,2014,6,2,1,1.02,49.98,0.09,Medium
5825-1,2015-06-02,Annelle Norvell,Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Laser DVD-RAM discs,Technology,Small Box,Regular Air,2015-06-09,20.18,35.41,15.23,18,187.54,10.0,16.85,168.95,1.99,2015,6,2,7,15.23,274.14,0.1,Medium
5826-1,2013-03-14,Sashan Harsten,Sydney,NSW,Corporate,Tina Carlton,Not Specified,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Small Box,Regular Air,2013-03-16,56.16,136.98,80.82,20,246.8,7.0,13.67,241.52,24.49,2013,3,1,2,80.82,1616.4,0.07,Medium
5826-1,2015-03-16,Harold Pawlan,Melbourne,VIC,Consumer,Connor Betts,Medium,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Technology,Large Box,Regular Air,2015-03-16,14.95,34.76,19.81,10,1494.68,1.0,0.0,1494.68,8.22,2015,3,1,0,19.81,198.1,0.01,Low
5826-1,2014-12-01,Ritsa Hightower,Sydney,NSW,Corporate,Natasha Song,Medium,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,2014-12-05,1.92,3.26,1.34,50,15.02,2.0,0.31,25.32,1.86,2014,12,4,4,1.34,67.0,0.02,Low
5826-1,2015-02-23,Brian Thompson,Sydney,NSW,Small Business,Samantha Chairs,Not Specified,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,2015-02-26,14.95,34.76,19.81,33,1495.69,8.0,146.99,1494.68,8.22,2015,2,1,3,19.81,653.73,0.08,Medium
5826-1,2014-09-17,Bart Watters,Sydney,NSW,Home Office,Nicholas Fernandes,High,Cando PC940 Copier,Technology,Jumbo Drum,Delivery Truck,2014-09-18,278.99,449.99,171.0,6,1016.3,8.0,0.0,1094.24,49.0,2014,9,3,1,171.0,1026.0,0.08,Medium
5826-1,2013-11-19,Chuck Magee,Sydney,NSW,Home Office,Samantha Chairs,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2013-11-21,1.84,2.88,1.04,38,25.92,3.0,6.2,22.95,0.99,2013,11,4,2,1.04,39.52,0.03,Low
5826-1,2014-01-24,Helen Andreada,Sydney,NSW,Home Office,Tina Carlton,Critical,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Wrap Bag,Regular Air,2014-01-26,14.95,34.76,19.81,33,1559.87,3.0,62.39,1497.84,8.22,2014,1,1,2,19.81,653.73,0.03,Low
5826-1,2015-03-16,Harold Pawlan,Melbourne,VIC,Consumer,Connor Betts,Medium,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Express Air,2015-03-16,14.95,34.76,19.81,48,1494.68,1.0,0.0,1494.68,8.22,2015,3,1,0,19.81,950.88,0.01,Low
5826-1,2015-04-26,Greg Tran,Melbourne,VIC,Corporate,Connor Betts,Critical,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Technology,Jumbo Drum,Delivery Truck,2015-04-28,14.95,34.76,19.81,43,1494.68,6.0,0.0,1494.68,8.22,2015,4,2,2,19.81,851.83,0.06,Medium
5828-1,2014-01-14,Fred Wasserman,Sydney,NSW,Small Business,Leighton Forrest,Low,"Steady Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,Small Box,Regular Air,2014-01-17,1.9,3.28,1.38,8,127.02,0.0,12.72,112.86,1.95,2014,1,1,3,1.38,11.04,0.0,No Discount
5829-1,2015-03-17,Jonathan Howell,Melbourne,VIC,Small Business,Connor Betts,Critical,Xit Blank Computer Paper,Office Supplies,Small Box,Express Air,2015-03-17,12.39,19.98,7.59,11,639.36,3.0,31.97,607.39,5.77,2015,3,1,0,7.59,83.49,0.03,Low
5829-1,2015-03-17,Sibella Parks,Melbourne,VIC,Small Business,Connor Betts,Critical,Xit Blank Computer Paper,Office Supplies,Wrap Bag,Regular Air,2015-03-18,12.39,19.98,7.59,48,639.36,9.0,31.97,607.39,5.77,2015,3,1,1,7.59,364.32,0.09,Medium
5829-1,2014-09-21,George Ashbrook,Melbourne,VIC,Corporate,Connor Betts,High,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2014-09-22,216.0,449.99,233.99,2,437.28,8.0,26.24,421.04,24.49,2014,9,3,1,233.99,467.98,0.08,Medium
5829-1,2015-07-05,Larry Tron,Sydney,NSW,Home Office,Tina Carlton,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Box,Regular Air,2015-07-07,21.56,36.55,14.99,18,1128.8,3.0,61.71,1154.31,13.89,2015,7,3,2,14.99,269.82,0.03,Low
5831-1,2016-01-17,Maria Bertelson,Sydney,NSW,Consumer,Preston Senome,Medium,Apex Desige Stainless Steel Scissors,Technology,Large Box,Regular Air,2016-01-19,3.42,8.34,4.92,10,285.64,1.0,25.78,239.58,2.64,2016,1,1,2,4.92,49.2,0.01,Low
5831-1,2013-06-07,Janet Martin,Sydney,NSW,Corporate,Radhya Staples,Critical,Apex Design Stainless Steel Bent Scissors,Office Supplies,Wrap Bag,Regular Air,2013-06-08,2.87,6.84,3.97,27,234.36,10.0,7.82,224.36,4.42,2013,6,2,1,3.97,107.19,0.1,Medium
